image,face_idx,le_x,le_y,re_x,re_y,nose_x,nose_y,mouth_l_x,mouth_l_y,mouth_r_x,mouth_r_y
lfw-deepfunneled/lfw-deepfunneled/David_Coulthard/David_Coulthard_0001.jpg,0,104.5,113.5,144,112.167,127,135,109,158,144,157
lfw-deepfunneled/lfw-deepfunneled/Rowan_Williams/Rowan_Williams_0001.jpg,0,105.5,115,146.5,113.5,125,129,111,159,142,158
lfw-deepfunneled/lfw-deepfunneled/Joschka_Fischer/Joschka_Fischer_0004.jpg,0,109.833,112.5,151.167,113.333,121,136,115,155,152,156
lfw-deepfunneled/lfw-deepfunneled/Tony_Blair/Tony_Blair_0046.jpg,0,102.667,114,142.167,112.5,123,133,111,161,140,161
lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0002.jpg,0,106.667,113,144,113,127,131,110,161,141,162
lfw-deepfunneled/lfw-deepfunneled/Pamela_Melroy/Pamela_Melroy_0001.jpg,0,107.667,113.333,147.667,113,122,136,110,158,145,157
lfw-deepfunneled/lfw-deepfunneled/Paul_Wolfowitz/Paul_Wolfowitz_0006.jpg,0,104.167,111.667,146,111,127,140,108,155,146,155
lfw-deepfunneled/lfw-deepfunneled/Jiri_Novak/Jiri_Novak_0002.jpg,0,100.167,112.833,144.833,113,127,131,101,156,144,157
lfw-deepfunneled/lfw-deepfunneled/Oxana_Fedorova/Oxana_Fedorova_0002.jpg,0,104,115.833,146.167,112.833,142,139,96,158,147,154
lfw-deepfunneled/lfw-deepfunneled/Jason_Alexander/Jason_Alexander_0001.jpg,0,103,113.333,145.667,111.5,126,136,106,157,145,155
lfw-deepfunneled/lfw-deepfunneled/Spencer_Abraham/Spencer_Abraham_0002.jpg,0,61.3333,95,105.667,112.833,63,141,51,144,85,160
lfw-deepfunneled/lfw-deepfunneled/Tony_Blair/Tony_Blair_0036.jpg,0,106.167,112,145.667,112.5,115,138,108,156,153,156
lfw-deepfunneled/lfw-deepfunneled/Conan_OBrien/Conan_OBrien_0001.jpg,0,104.833,114.333,148,113.667,129,141,106,158,145,155
lfw-deepfunneled/lfw-deepfunneled/Dave_McNally/Dave_McNally_0001.jpg,0,106.167,115.167,147.167,114.167,121,122,105,154,145,156
lfw-deepfunneled/lfw-deepfunneled/John_Snow/John_Snow_0012.jpg,0,121.167,70.8333,162.167,68.5,146,93,133,115,161,113
lfw-deepfunneled/lfw-deepfunneled/John_Snow/John_Snow_0012.jpg,1,106.333,115.833,144.167,113.833,120,133,111,162,140,161
lfw-deepfunneled/lfw-deepfunneled/Gray_Davis/Gray_Davis_0008.jpg,0,98.5,113.333,147.333,110.667,128,140,105,157,146,155
lfw-deepfunneled/lfw-deepfunneled/Shaul_Mofaz/Shaul_Mofaz_0003.jpg,0,99,113.5,140.167,111.5,126,133,108,160,142,159
lfw-deepfunneled/lfw-deepfunneled/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0038.jpg,0,104,114.667,146.667,112.833,128,136,103,151,151,149
lfw-deepfunneled/lfw-deepfunneled/Andre_Agassi/Andre_Agassi_0021.jpg,0,105.167,114.833,144.5,113.167,127,139,109,157,142,156
lfw-deepfunneled/lfw-deepfunneled/Norman_Mailer/Norman_Mailer_0001.jpg,0,104.667,111.167,145.667,111.167,126,141,110,156,144,156
lfw-deepfunneled/lfw-deepfunneled/Norah_Jones/Norah_Jones_0001.jpg,0,100.167,113.167,146.667,113.167,126,137,100,151,149,151
lfw-deepfunneled/lfw-deepfunneled/Darryl_Stingley/Darryl_Stingley_0001.jpg,0,204,48.8333,222.5,52.1667,215,62,204,71,218,73
lfw-deepfunneled/lfw-deepfunneled/Darryl_Stingley/Darryl_Stingley_0001.jpg,1,102.5,116.167,147.5,114.833,127,140,104,161,146,160
lfw-deepfunneled/lfw-deepfunneled/Jeb_Bush/Jeb_Bush_0005.jpg,0,104.333,112.5,144,112.833,128,129,108,160,145,159
lfw-deepfunneled/lfw-deepfunneled/Bashar_Assad/Bashar_Assad_0003.jpg,0,104.5,110.667,144.833,111.167,128,136,111,157,143,157
lfw-deepfunneled/lfw-deepfunneled/Biljana_Plavsic/Biljana_Plavsic_0003.jpg,0,106.167,106.667,143.833,106.667,127,136,109,155,142,154
lfw-deepfunneled/lfw-deepfunneled/Earl_Campbell/Earl_Campbell_0001.jpg,0,103,112.833,148,111.167,118,134,104,159,149,157
lfw-deepfunneled/lfw-deepfunneled/Olene_Walker/Olene_Walker_0001.jpg,0,99.5,112.667,142.167,112.333,126,127,102,157,143,158
lfw-deepfunneled/lfw-deepfunneled/Kjell_Magne_Bondevik/Kjell_Magne_Bondevik_0003.jpg,0,103.167,113.833,147.333,113.667,127,132,109,160,143,159
lfw-deepfunneled/lfw-deepfunneled/Colin_Powell/Colin_Powell_0051.jpg,0,106.167,112.833,146.333,112.667,120,131,109,158,140,158
lfw-deepfunneled/lfw-deepfunneled/Christina_Aguilera/Christina_Aguilera_0001.jpg,0,44.5,197.5,64.8333,192.5,53,211,49,221,65,217
lfw-deepfunneled/lfw-deepfunneled/Christina_Aguilera/Christina_Aguilera_0001.jpg,1,96.1667,108.833,148.167,105.833,125,134,104,160,147,156
lfw-deepfunneled/lfw-deepfunneled/Charlton_Heston/Charlton_Heston_0001.jpg,0,89.8333,64.1667,126,72,98,88,85,106,121,111
lfw-deepfunneled/lfw-deepfunneled/Charlton_Heston/Charlton_Heston_0001.jpg,1,106.833,113.333,149,112.667,124,134,108,158,146,158
lfw-deepfunneled/lfw-deepfunneled/Monica_Lewinsky/Monica_Lewinsky_0001.jpg,0,103.167,114.167,146.5,113.333,118,133,108,167,148,164
lfw-deepfunneled/lfw-deepfunneled/Antonio_Elias_Saca/Antonio_Elias_Saca_0001.jpg,0,107.333,156.167,137.167,158.5,112,190,106,201,135,206
lfw-deepfunneled/lfw-deepfunneled/Antonio_Elias_Saca/Antonio_Elias_Saca_0001.jpg,1,100.667,116.5,148.167,114.167,117,117,101,159,146,159
lfw-deepfunneled/lfw-deepfunneled/Ken_Watanabe/Ken_Watanabe_0001.jpg,0,56.1667,59.3333,72,56.5,63,67,59,78,71,76
lfw-deepfunneled/lfw-deepfunneled/Joe_Cocker/Joe_Cocker_0001.jpg,0,102.833,116,145.167,115.167,130,127,110,162,145,160
lfw-deepfunneled/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0071.jpg,0,105.833,113,145.833,112,125,139,109,157,146,157
lfw-deepfunneled/lfw-deepfunneled/Brandon_Knight/Brandon_Knight_0001.jpg,0,102.833,111.5,138.667,108.167,127,136,105,155,137,154
lfw-deepfunneled/lfw-deepfunneled/John_Allen_Muhammad/John_Allen_Muhammad_0010.jpg,0,105.5,112.667,142.167,112.167,131,136,110,159,140,158
lfw-deepfunneled/lfw-deepfunneled/John_Allen_Muhammad/John_Allen_Muhammad_0010.jpg,1,166,121.167,209.5,107.833,187,136,180,164,209,153
lfw-deepfunneled/lfw-deepfunneled/Sonia_Lopez/Sonia_Lopez_0001.jpg,0,102.667,113,145.833,111.667,123,137,99,154,150,152
lfw-deepfunneled/lfw-deepfunneled/Zarai_Toledo/Zarai_Toledo_0002.jpg,0,202.5,70,215.833,68.8333,212,80,206,85,215,84
lfw-deepfunneled/lfw-deepfunneled/Zarai_Toledo/Zarai_Toledo_0002.jpg,1,193.667,53,210,53,200,63,195,69,211,69
lfw-deepfunneled/lfw-deepfunneled/Zarai_Toledo/Zarai_Toledo_0002.jpg,2,103.167,114,148.333,112.5,121,129,107,161,143,160
lfw-deepfunneled/lfw-deepfunneled/Colin_Farrell/Colin_Farrell_0004.jpg,0,106,117.5,143.833,116.833,125,143,112,167,141,166
lfw-deepfunneled/lfw-deepfunneled/Thomas_Daily/Thomas_Daily_0001.jpg,0,109.167,112.667,146.833,113,121,136,113,150,152,151
lfw-deepfunneled/lfw-deepfunneled/Jiri_Novak/Jiri_Novak_0009.jpg,0,103.167,115.5,144,115,128,128,109,163,143,164
lfw-deepfunneled/lfw-deepfunneled/Jean-David_Levitte/Jean-David_Levitte_0009.jpg,0,106.167,111.5,142.5,110.667,125,135,107,157,141,158
lfw-deepfunneled/lfw-deepfunneled/Daniel_Radcliffe/Daniel_Radcliffe_0001.jpg,0,112.833,114,146.667,113.333,117,135,116,155,149,155
lfw-deepfunneled/lfw-deepfunneled/Brad_Garrett/Brad_Garrett_0003.jpg,0,103.5,109.5,142.667,108.5,125,141,108,156,138,156
lfw-deepfunneled/lfw-deepfunneled/Monica_Seles/Monica_Seles_0006.jpg,0,109.5,114.667,142.167,112.833,125,137,115,155,146,154
lfw-deepfunneled/lfw-deepfunneled/Silvio_Berlusconi/Silvio_Berlusconi_0029.jpg,0,105.667,112.667,145.167,112,124,136,110,157,142,158
lfw-deepfunneled/lfw-deepfunneled/Lou_Piniella/Lou_Piniella_0003.jpg,0,103,101.833,137.667,102.333,125,116,106,145,133,146
lfw-deepfunneled/lfw-deepfunneled/Alastair_Campbell/Alastair_Campbell_0005.jpg,0,106,111.5,141.5,111.667,136,138,110,159,140,159
lfw-deepfunneled/lfw-deepfunneled/Johnny_Benson/Johnny_Benson_0001.jpg,0,102,111.167,145.833,111,125,138,104,158,146,156
lfw-deepfunneled/lfw-deepfunneled/Chuck_Hagel/Chuck_Hagel_0001.jpg,0,103.333,114.167,144.667,112.667,130,139,106,158,143,157
lfw-deepfunneled/lfw-deepfunneled/John_Bolton/John_Bolton_0006.jpg,0,105,110,146.333,109.667,127,131,112,159,141,160
lfw-deepfunneled/lfw-deepfunneled/Colin_Powell/Colin_Powell_0164.jpg,0,102.833,114.167,146,112.167,124,132,104,156,149,154
lfw-deepfunneled/lfw-deepfunneled/Hipolito_Mejia/Hipolito_Mejia_0001.jpg,0,101,112.667,148.167,110.833,133,136,100,157,150,155
lfw-deepfunneled/lfw-deepfunneled/Mick_Jagger/Mick_Jagger_0001.jpg,0,103.333,111.5,145.5,109.5,124,133,107,160,150,161
lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0451.jpg,0,107.833,112.167,143.833,111.5,120,137,113,157,147,160
lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0139.jpg,0,106,112.833,141.833,111.667,128,137,114,162,139,160
lfw-deepfunneled/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0049.jpg,0,102.833,113.167,143.667,111.667,126,140,109,158,143,157
lfw-deepfunneled/lfw-deepfunneled/Aidan_Quinn/Aidan_Quinn_0001.jpg,0,103.667,112.667,147.833,110,126,138,108,158,147,156
lfw-deepfunneled/lfw-deepfunneled/Courtney_Cox/Courtney_Cox_0001.jpg,0,61.3333,80.6667,84.8333,82.6667,71,92,61,101,78,105
lfw-deepfunneled/lfw-deepfunneled/Courtney_Cox/Courtney_Cox_0001.jpg,1,104.333,114.833,147.5,114.333,120,138,104,156,151,156
lfw-deepfunneled/lfw-deepfunneled/Michael_Ballack/Michael_Ballack_0001.jpg,0,100.667,116.167,146.667,114.167,123,133,105,160,147,157
lfw-deepfunneled/lfw-deepfunneled/Alimzhan_Tokhtakhounov/Alimzhan_Tokhtakhounov_0001.jpg,0,102.5,106.167,149.667,105.333,124,134,106,156,143,158
lfw-deepfunneled/lfw-deepfunneled/Augusto_Roa_Bastos/Augusto_Roa_Bastos_0002.jpg,0,111.667,111,149.333,110.5,120,138,114,154,147,154
lfw-deepfunneled/lfw-deepfunneled/Adel_Al-Jubeir/Adel_Al-Jubeir_0002.jpg,0,102.667,114.167,141.667,113.833,126,133,109,159,138,159
lfw-deepfunneled/lfw-deepfunneled/Condoleezza_Rice/Condoleezza_Rice_0001.jpg,0,121.333,181,145.333,177.5,137,194,128,209,144,206
lfw-deepfunneled/lfw-deepfunneled/Condoleezza_Rice/Condoleezza_Rice_0001.jpg,1,100.667,114,148.5,113.333,125,133,101,155,147,153
lfw-deepfunneled/lfw-deepfunneled/Jacques_Chirac/Jacques_Chirac_0013.jpg,0,105.5,121.667,144,120.667,126,141,107,158,145,157
lfw-deepfunneled/lfw-deepfunneled/Johan_Bruyneel/Johan_Bruyneel_0001.jpg,0,108.167,113.5,143.5,119.667,127,139,105,154,135,158
lfw-deepfunneled/lfw-deepfunneled/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0036.jpg,0,101.333,114.5,143.167,114.333,130,133,107,158,141,157
lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0231.jpg,0,108.167,109.667,143.833,111.667,120,137,112,161,140,164
lfw-deepfunneled/lfw-deepfunneled/Zhu_Rongji/Zhu_Rongji_0003.jpg,0,105.667,115.667,142,114.167,131,136,106,158,139,156
lfw-deepfunneled/lfw-deepfunneled/Jean_Chretien/Jean_Chretien_0009.jpg,0,101.667,113.833,144.167,113.5,121,139,107,157,147,156
lfw-deepfunneled/lfw-deepfunneled/Kim_Jong-Il/Kim_Jong-Il_0002.jpg,0,106.333,113.667,145.5,114,128,131,108,159,140,160
lfw-deepfunneled/lfw-deepfunneled/Ronald_Harwood/Ronald_Harwood_0001.jpg,0,103.667,110.5,145,110.333,122,133,107,156,144,158
lfw-deepfunneled/lfw-deepfunneled/David_Modell/David_Modell_0001.jpg,0,101,113.333,142.333,112.5,128,132,105,161,144,160
lfw-deepfunneled/lfw-deepfunneled/Amanda_Bynes/Amanda_Bynes_0004.jpg,0,104.667,113.5,136.833,115.667,133,132,111,160,133,160
lfw-deepfunneled/lfw-deepfunneled/Emelie_Loit/Emelie_Loit_0001.jpg,0,107.667,114.333,144.167,113.333,122,131,111,160,144,159
lfw-deepfunneled/lfw-deepfunneled/Joan_Dangerfield/Joan_Dangerfield_0001.jpg,0,184.833,136,204.833,134,193,148,186,156,206,155
lfw-deepfunneled/lfw-deepfunneled/Joan_Dangerfield/Joan_Dangerfield_0001.jpg,1,103.667,116.167,140.167,116,123,131,107,155,137,154
lfw-deepfunneled/lfw-deepfunneled/Paul_ONeill/Paul_ONeill_0004.jpg,0,101.833,114.333,143.5,113.5,133,132,112,160,142,159
lfw-deepfunneled/lfw-deepfunneled/Mike_Krzyzewski/Mike_Krzyzewski_0002.jpg,0,104.167,115.667,140.333,116.167,127,132,109,162,140,163
lfw-deepfunneled/lfw-deepfunneled/Suzanne_Gaudet/Suzanne_Gaudet_0001.jpg,0,105.333,112.333,146.667,105,134,134,113,157,148,151
lfw-deepfunneled/lfw-deepfunneled/Vicente_Fox/Vicente_Fox_0018.jpg,0,101.667,117,144,113,128,135,102,159,150,154
lfw-deepfunneled/lfw-deepfunneled/Chris_Cooper/Chris_Cooper_0001.jpg,0,100.667,112.833,146.5,112.333,130,140,101,155,145,158
lfw-deepfunneled/lfw-deepfunneled/John_Starks/John_Starks_0001.jpg,0,107.167,118.333,144.5,115.833,124,132,110,161,143,160
lfw-deepfunneled/lfw-deepfunneled/Ximena_Bohorquez/Ximena_Bohorquez_0001.jpg,0,103,113.167,146.167,111.833,126,144,100,153,154,152
lfw-deepfunneled/lfw-deepfunneled/Brooke_Shields/Brooke_Shields_0001.jpg,0,103.333,113.5,147.833,112,124,137,105,157,147,156
lfw-deepfunneled/lfw-deepfunneled/Jason_Jennings/Jason_Jennings_0002.jpg,0,101.167,113.333,146.667,112.167,125,138,103,154,146,154
lfw-deepfunneled/lfw-deepfunneled/Keith_Bishop_Jr/Keith_Bishop_Jr_0001.jpg,0,109.5,111.667,143.667,114.333,110,133,111,154,145,157
lfw-deepfunneled/lfw-deepfunneled/Recep_Tayyip_Erdogan/Recep_Tayyip_Erdogan_0002.jpg,0,36.6667,143.167,59,144.667,42,158,36,171,55,172
lfw-deepfunneled/lfw-deepfunneled/Recep_Tayyip_Erdogan/Recep_Tayyip_Erdogan_0002.jpg,1,105.667,111.833,145.167,111.333,116,138,107,156,143,157
lfw-deepfunneled/lfw-deepfunneled/Dave_Campo/Dave_Campo_0003.jpg,0,107,113.833,147.333,112.833,125,133,108,158,144,159
lfw-deepfunneled/lfw-deepfunneled/Salma_Hayek/Salma_Hayek_0012.jpg,0,104.167,114.167,149,113.667,122,138,107,158,148,156
lfw-deepfunneled/lfw-deepfunneled/Salma_Hayek/Salma_Hayek_0012.jpg,1,105,200.833,133.167,200.667,111,222,103,228,136,229
lfw-deepfunneled/lfw-deepfunneled/John_Rowland/John_Rowland_0002.jpg,0,103.333,114,144,114,127,128,106,159,142,161
lfw-deepfunneled/lfw-deepfunneled/Nathalie_Baye/Nathalie_Baye_0002.jpg,0,123.833,193.333,153,186.667,134,212,130,225,155,221
lfw-deepfunneled/lfw-deepfunneled/Nathalie_Baye/Nathalie_Baye_0002.jpg,1,104.5,111.667,145.333,112,114,139,106,156,145,155
lfw-deepfunneled/lfw-deepfunneled/Cha_Yung-gu/Cha_Yung-gu_0001.jpg,0,104.667,114.333,142.167,114,126,135,112,159,140,159
lfw-deepfunneled/lfw-deepfunneled/Antonio_Banderas/Antonio_Banderas_0003.jpg,0,99.1667,111.5,145.333,110,125,141,103,156,146,154
lfw-deepfunneled/lfw-deepfunneled/Gabriel_Hughes/Gabriel_Hughes_0001.jpg,0,104.667,117.667,140,117.333,130,133,112,164,140,163
lfw-deepfunneled/lfw-deepfunneled/Georgia_Giddings/Georgia_Giddings_0001.jpg,0,108.5,115.333,147.333,114.667,132,135,109,157,146,155
lfw-deepfunneled/lfw-deepfunneled/Colin_Powell/Colin_Powell_0059.jpg,0,104.667,119,147.667,115,136,134,117,169,150,165
lfw-deepfunneled/lfw-deepfunneled/John_Negroponte/John_Negroponte_0027.jpg,0,106.5,111.5,146.5,110.667,127,136,111,159,144,156
lfw-deepfunneled/lfw-deepfunneled/Michael_Linscott/Michael_Linscott_0001.jpg,0,97.1667,131.5,128.333,117.167,102,151,110,181,138,168
lfw-deepfunneled/lfw-deepfunneled/Rick_Reed/Rick_Reed_0001.jpg,0,96.1667,108.833,149.167,106.667,127,134,101,171,143,170
lfw-deepfunneled/lfw-deepfunneled/Steve_Wariner/Steve_Wariner_0001.jpg,0,99.8333,114.833,142.5,114.833,132,129,109,162,142,162
lfw-deepfunneled/lfw-deepfunneled/Jorge_Batlle/Jorge_Batlle_0001.jpg,0,106.667,117.667,150.167,106,121,136,123,170,160,162
lfw-deepfunneled/lfw-deepfunneled/Robert_Douglas/Robert_Douglas_0001.jpg,0,107.333,114.167,145.333,113.667,129,131,112,160,139,160
lfw-deepfunneled/lfw-deepfunneled/Junichiro_Koizumi/Junichiro_Koizumi_0049.jpg,0,104.833,114.667,146.667,113.833,122,143,115,166,143,165
lfw-deepfunneled/lfw-deepfunneled/Junichiro_Koizumi/Junichiro_Koizumi_0049.jpg,1,109.667,58.6667,160,55.1667,137,97,111,107,160,106
lfw-deepfunneled/lfw-deepfunneled/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0007.jpg,0,210.167,106.333,230.667,108.333,217,120,210,130,230,131
lfw-deepfunneled/lfw-deepfunneled/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0007.jpg,1,97.8333,117,145.667,117.333,129,129,108,160,147,161
lfw-deepfunneled/lfw-deepfunneled/Dan_Bartlett/Dan_Bartlett_0001.jpg,0,101.5,115,141.667,116.833,132,124,110,159,143,161
lfw-deepfunneled/lfw-deepfunneled/Mike_Martz/Mike_Martz_0003.jpg,0,104.333,112.333,144.5,110.5,129,137,107,158,142,159
lfw-deepfunneled/lfw-deepfunneled/Masahiko_Nagasawa/Masahiko_Nagasawa_0001.jpg,0,101.167,105.333,143,101.333,125,114,112,149,143,147
lfw-deepfunneled/lfw-deepfunneled/Li_Peng/Li_Peng_0005.jpg,0,104.667,113,138.667,114.5,130,136,105,154,134,154
lfw-deepfunneled/lfw-deepfunneled/Colin_Powell/Colin_Powell_0011.jpg,0,101.167,115.333,147.5,112.333,125,128,108,161,146,159
lfw-deepfunneled/lfw-deepfunneled/Enos_Slaughter/Enos_Slaughter_0001.jpg,0,103.167,113.333,147.833,112.5,124,147,106,169,146,169
lfw-deepfunneled/lfw-deepfunneled/Andy_Roddick/Andy_Roddick_0012.jpg,0,104.5,114.5,145.5,113.167,121,133,107,158,145,157
lfw-deepfunneled/lfw-deepfunneled/Bill_Clinton/Bill_Clinton_0008.jpg,0,104.333,113.667,142.667,112.167,126,138,106,158,148,157
lfw-deepfunneled/lfw-deepfunneled/Lesley_Flood/Lesley_Flood_0001.jpg,0,113.167,196.333,139,195.5,125,213,114,226,139,226
lfw-deepfunneled/lfw-deepfunneled/Lesley_Flood/Lesley_Flood_0001.jpg,1,102.667,114,148.333,114.333,120,141,103,155,151,155
lfw-deepfunneled/lfw-deepfunneled/Judy_Vassar/Judy_Vassar_0001.jpg,0,100.667,114.667,143.667,113.167,134,140,100,157,146,155
lfw-deepfunneled/lfw-deepfunneled/Tom_Daschle/Tom_Daschle_0008.jpg,0,103.833,110.833,147.667,111.167,123,141,106,157,149,156
lfw-deepfunneled/lfw-deepfunneled/Pham_Sy_Chien/Pham_Sy_Chien_0001.jpg,0,107.5,113.833,147.667,112.667,125,135,109,158,144,159
lfw-deepfunneled/lfw-deepfunneled/Tom_Harkin/Tom_Harkin_0003.jpg,0,103.5,113.833,141.5,113.833,124,141,109,156,140,156
lfw-deepfunneled/lfw-deepfunneled/Tom_Harkin/Tom_Harkin_0003.jpg,1,19.3333,63.8333,51.3333,58.1667,39,81,26,90,54,85
lfw-deepfunneled/lfw-deepfunneled/Paul_Clark/Paul_Clark_0001.jpg,0,106,113.5,142.667,113.167,127,137,110,157,139,156
lfw-deepfunneled/lfw-deepfunneled/Ramiro_Goben_Reducindo/Ramiro_Goben_Reducindo_0001.jpg,0,105.333,111.667,145.167,109.833,124,137,104,150,150,148
lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0465.jpg,0,104.333,113.5,140.5,112.667,129,133,110,160,141,160
lfw-deepfunneled/lfw-deepfunneled/Paul_McCartney/Paul_McCartney_0004.jpg,0,105.167,112,145,111.333,121,134,112,160,142,161
lfw-deepfunneled/lfw-deepfunneled/Eric_Hinske/Eric_Hinske_0002.jpg,0,205.333,191.167,230,194.333,217,202,204,214,224,216
lfw-deepfunneled/lfw-deepfunneled/Eric_Hinske/Eric_Hinske_0002.jpg,1,103.833,114.833,147.833,114,118,140,105,156,153,156
lfw-deepfunneled/lfw-deepfunneled/Luiz_Inacio_Lula_da_Silva/Luiz_Inacio_Lula_da_Silva_0033.jpg,0,119.5,115,156.667,113.167,151,137,121,152,157,152
lfw-deepfunneled/lfw-deepfunneled/Ira_Einhorn/Ira_Einhorn_0001.jpg,0,188.833,72,218.833,74.5,205,95,192,106,215,108
lfw-deepfunneled/lfw-deepfunneled/Ira_Einhorn/Ira_Einhorn_0001.jpg,1,107.5,114.167,153.5,109.667,147,132,122,167,159,162
lfw-deepfunneled/lfw-deepfunneled/Lucio_Gutierrez/Lucio_Gutierrez_0006.jpg,0,103.167,112.833,145.667,112.833,126,145,103,153,147,153
lfw-deepfunneled/lfw-deepfunneled/Terrell_Suggs/Terrell_Suggs_0002.jpg,0,102.833,115.167,149.5,112.667,132,137,104,160,154,157
lfw-deepfunneled/lfw-deepfunneled/George_W_Bush/George_W_Bush_0166.jpg,0,110.333,111.833,148,112.167,117,134,108,170,142,170
lfw-deepfunneled/lfw-deepfunneled/Martin_Burnham/Martin_Burnham_0001.jpg,0,103,114.5,144,112.5,129,132,111,160,141,159
lfw-deepfunneled/lfw-deepfunneled/Tony_Bennett/Tony_Bennett_0001.jpg,0,102.833,113.5,145.667,112,128,136,103,157,145,156
lfw-deepfunneled/lfw-deepfunneled/Julianne_Moore/Julianne_Moore_0005.jpg,0,102.333,115,146.5,113.667,127,137,103,158,147,157
lfw-deepfunneled/lfw-deepfunneled/Ian_Knop/Ian_Knop_0001.jpg,0,101.5,113.667,141.5,111.833,117,136,100,156,143,155
lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0016.jpg,0,101,108.5,140.167,108,99,128,95,152,125,156
lfw-deepfunneled/lfw-deepfunneled/Anna_Kournikova/Anna_Kournikova_0001.jpg,0,101.833,112.333,144.833,105.333,132,138,116,163,146,157
lfw-deepfunneled/lfw-deepfunneled/Jennifer_Capriati/Jennifer_Capriati_0008.jpg,0,102.167,115.167,144,112.833,120,121,97,153,145,153
lfw-deepfunneled/lfw-deepfunneled/Ranil_Wickremasinghe/Ranil_Wickremasinghe_0003.jpg,0,102,110.333,146,110.333,124,133,108,157,142,157
lfw-deepfunneled/lfw-deepfunneled/Kosuke_Kitajima/Kosuke_Kitajima_0001.jpg,0,102.833,114.333,141.5,112.833,129,139,108,158,139,157
lfw-deepfunneled/lfw-deepfunneled/Franco_Cangele/Franco_Cangele_0001.jpg,0,103.333,120,146,115.833,122,133,109,169,142,165
lfw-deepfunneled/lfw-deepfunneled/William_Bratton/William_Bratton_0002.jpg,0,108.667,114.167,143.5,116.333,114,135,107,160,133,163
lfw-deepfunneled/lfw-deepfunneled/Don_Carcieri/Don_Carcieri_0001.jpg,0,105.833,112.667,146.833,112.667,116,136,105,156,151,157
lfw-deepfunneled/lfw-deepfunneled/Naomi_Watts/Naomi_Watts_0021.jpg,0,104.167,112.667,149.5,112,125,141,101,152,150,153
lfw-deepfunneled/lfw-deepfunneled/Martin_Sheen/Martin_Sheen_0002.jpg,0,108.833,114.333,143.667,113,128,136,112,158,141,157
lfw-deepfunneled/lfw-deepfunneled/Howard_Dean/Howard_Dean_0012.jpg,0,102.167,114,138.667,113.667,130,133,107,158,139,158
lfw-deepfunneled/lfw-deepfunneled/Donald_Pettit/Donald_Pettit_0002.jpg,0,178,194,195,192.167,187,203,182,215,196,213
lfw-deepfunneled/lfw-deepfunneled/Donald_Pettit/Donald_Pettit_0002.jpg,1,101.5,113,144,113,132,139,98,154,144,155
lfw-deepfunneled/lfw-deepfunneled/Ron_Howard/Ron_Howard_0001.jpg,0,193.167,56.8333,228.5,55.5,216,70,199,84,228,84
lfw-deepfunneled/lfw-deepfunneled/Ron_Howard/Ron_Howard_0001.jpg,1,103.667,112,142.333,110.167,138,133,106,162,144,159
lfw-deepfunneled/lfw-deepfunneled/Harold_Scott/Harold_Scott_0001.jpg,0,107.667,115,150.333,111.667,118,128,107,164,141,162
lfw-deepfunneled/lfw-deepfunneled/Jacques_Rogge/Jacques_Rogge_0010.jpg,0,103.833,112,144.333,111.5,130,137,103,163,138,164
lfw-deepfunneled/lfw-deepfunneled/Silvio_Berlusconi/Silvio_Berlusconi_0020.jpg,0,105.333,115,144.333,113.833,132,137,100,153,143,155
lfw-deepfunneled/lfw-deepfunneled/Lindsay_Benko/Lindsay_Benko_0002.jpg,0,100.667,116.667,144.333,115,132,137,98,158,147,157
lfw-deepfunneled/lfw-deepfunneled/Robinson_Stevenin/Robinson_Stevenin_0001.jpg,0,105.333,104.833,147.833,110.667,114,138,106,152,148,154
lfw-deepfunneled/lfw-deepfunneled/Kofi_Annan/Kofi_Annan_0004.jpg,0,55.6667,117.5,72.8333,123.667,59,130,52,137,65,142
lfw-deepfunneled/lfw-deepfunneled/Kofi_Annan/Kofi_Annan_0004.jpg,1,100.667,116.333,151.167,115.667,125,135,106,168,148,166
lfw-deepfunneled/lfw-deepfunneled/Mesut_Yilmaz/Mesut_Yilmaz_0001.jpg,0,102,113.5,144.667,116.167,107,138,103,154,145,158
lfw-deepfunneled/lfw-deepfunneled/Pernilla_Bjorn/Pernilla_Bjorn_0001.jpg,0,101.5,112.833,147.167,112.167,135,135,102,158,148,157
lfw-deepfunneled/lfw-deepfunneled/Hatsui_Hasuike/Hatsui_Hasuike_0001.jpg,0,102.167,115.5,143,114.167,121,132,109,161,138,159
lfw-deepfunneled/lfw-deepfunneled/Jack_Straw/Jack_Straw_0005.jpg,0,105.5,114.167,141.333,111.5,122,135,115,160,145,156
